filename,width,height,x1,y1,x2,y2,file_path,label_name
cat.658.jpg,256,256,5.0259864936440675,1.1570638020833333,256,247.61129502118644,./dataset/images/cat.658.jpg,0
cat.666.jpg,256,256,3.2903976871468927,43.679097148658194,174.24633651129943,187.15481550141243,./dataset/images/cat.666.jpg,0
cat.697.jpg,256,256,23.249724134887007,29.2158203125,242.98305084745763,255.13221663135593,./dataset/images/cat.697.jpg,0
cat.221.jpg,256,256,34.82034560381356,94.30057159251412,203.75141242937855,253.39660575564972,./dataset/images/cat.221.jpg,0
cat.143.jpg,256,256,2.422603283898305,39.34011409781073,241.0666931497175,241.82598428672316,./dataset/images/cat.143.jpg,0
cat.644.jpg,256,256,2.422603283898305,4.0497191693149714,235.57062146892653,256,./dataset/images/cat.644.jpg,0
cat.32.jpg,256,256,5.315258651129944,70.2915232168079,246.2734375,215.50282485875704,./dataset/images/cat.32.jpg,0
cat.649.jpg,256,256,45.233911546610166,2.6033914856991527,210.4045286016949,256,./dataset/images/cat.649.jpg,0
cat.621.jpg,256,256,33.95254016596045,59.01016838806497,205.7762844279661,235.46215130649716,./dataset/images/cat.621.jpg,0
cat.138.jpg,256,256,44.07684498587571,23.71977621822034,191.0237243997175,254.26441119350284,./dataset/images/cat.138.jpg,0
cat.836.jpg,256,256,29.035034869350284,17.645198843573446,219.3717558262712,247.90057821327682,./dataset/images/cat.836.jpg,0
cat.166.jpg,256,256,20.429378531073446,126.98756400070621,235.06439795197738,256,./dataset/images/cat.166.jpg,0
cat.183.jpg,256,256,33.95254016596045,16.488137800141242,201.7265625,256,./dataset/images/cat.183.jpg,0
cat.76.jpg,256,256,9.94350282485876,20.103957009180792,242.98305084745763,239.07797051553672,./dataset/images/cat.76.jpg,0
cat.61.jpg,256,256,24.98531294138418,21.984181894420903,234.12429378531073,256,./dataset/images/cat.61.jpg,0
cat.71.jpg,256,256,2.422603283898305,15.041810116525424,252.34803142655366,256,./dataset/images/cat.71.jpg,0
cat.855.jpg,256,256,3.868930967514124,3.1819220074152543,182.34575829802262,234.3050847457627,./dataset/images/cat.855.jpg,0
cat.892.jpg,256,256,9.654241701977401,5.785310734463277,227.18193855932205,244.7186396539548,./dataset/images/cat.892.jpg,0
cat.863.jpg,256,256,43.78758386299435,12.149151990642656,256,256,./dataset/images/cat.863.jpg,0
cat.717.jpg,256,256,55.35820533192091,74.05198402189265,182.635041490113,249.05762270480224,./dataset/images/cat.717.jpg,0
cat.907.jpg,256,256,2.422603283898305,1.1570638020833333,241.17514124293785,244.1401174081921,./dataset/images/cat.907.jpg,0
cat.656.jpg,256,256,12.257624911723164,11.281357587394067,238.75256002824858,256,./dataset/images/cat.656.jpg,0
cat.734.jpg,256,256,20.610169491525422,11.85988810911017,227.18193855932205,247.61129502118644,./dataset/images/cat.734.jpg,0
cat.84.jpg,256,256,25.56384622175141,41.65423618467514,246.2734375,240.090395480226,./dataset/images/cat.84.jpg,0
cat.629.jpg,256,256,13.414691472457626,7.520905058262712,256,254.5536723163842,./dataset/images/cat.629.jpg,0
cat.142.jpg,256,256,9.364969544491526,2.3141248455155368,253.21583686440678,251.9502780720339,./dataset/images/cat.142.jpg,0
cat.26.jpg,256,256,28.167229431497177,42.522036105225986,123.62486758474576,225.91637976694915,./dataset/images/cat.26.jpg,0
cat.775.jpg,256,256,1.8440700035310735,3.9774011299435026,196.70056497175142,256,./dataset/images/cat.775.jpg,0
